Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Num,HomePlanet_is_missing,CryoSleep_is_missing,Destination_is_missing,Age_is_missing,VIP_is_missing,RoomService_is_missing,FoodCourt_is_missing,ShoppingMall_is_missing,Spa_is_missing,VRDeck_is_missing,Deck_is_missing,Num_is_missing,Side_is_missing,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_False,CryoSleep_True,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_False,VIP_True,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S,Transported
0.35443037974683544,-0.6403473653088896,0.7247964962414704,-0.6248644474064069,1.6845719808060884,-0.6347858621209749,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.0
0.21518987341772153,-0.6403473653088896,1.7695124145280814,0.7219279499634603,-0.6632083619201019,-0.6347858621209749,0.30359028511087643,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,0.0
0.35443037974683544,-0.6403473653088896,-0.6488782553725977,-0.6248644474064069,-0.6632083619201019,-0.6347858621209749,0.1737064413938754,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1.0
0.25316455696202533,-0.6403473653088896,-0.27397040167380315,1.5784634273153495,1.8281679728974949,-0.6347858621209749,0.9503695881731784,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,1.0
0.45569620253164556,-0.6403473653088896,-0.6488782553725977,-0.6248644474064069,-0.6632083619201019,-0.6347858621209749,0.009503695881731784,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1.0
0.46835443037974683,1.8977627835759987,-0.6488782553725977,1.082827909463662,0.6806689716036021,-0.6347858621209749,0.8453009503695882,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,0.0
0.31645569620253167,-0.6403473653088896,-0.6488782553725977,-0.6248644474064069,-0.6632083619201019,-0.6347858621209749,0.0454065469904963,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,1.0
0.4050632911392405,-0.6403473653088896,-0.6488782553725977,-0.6248644474064069,-0.6632083619201019,-0.6347858621209749,0.5923970432946146,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,1.0
0.4050632911392405,-0.6403473653088896,-0.6488782553725977,-0.6248644474064069,-0.6632083619201019,-0.6347858621209749,0.13780359028511088,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,0.0
0.26582278481012656,1.7362994269461407,-0.6488782553725977,-0.6248644474064069,-0.6632083619201019,-0.23363308023720478,0.824181626187962,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,0.0
0.5063291139240507,-0.6403473653088896,0.1991106378185656,-0.6248644474064069,2.122903140786396,1.982222168687832,0.05543822597676874,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,1.0
0.189873417721519,-0.6403473653088896,1.5403110127981103,1.547805072236752,-0.6632083619201019,-0.6347858621209749,0.7756071805702217,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,0.0
0.3924050632911392,1.865162426783652,-0.6488782553725977,2.1656219418931806,1.4777625710986557,-0.6347858621209749,0.6747624076029567,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,0.0
0.5189873417721519,1.5580067360358447,-0.6488782553725977,1.8944849598065783,-0.6632083619201019,-0.6347858621209749,0.27930306230200636,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,0.0
0.379746835443038,1.6655403163507727,1.635680108576078,0.7676986899765743,1.2559657191771338,-0.6347858621209749,0.47148891235480467,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,0.0
0.4050632911392405,-0.6403473653088896,0.7426051890047314,-0.6248644474064069,-0.6632083619201019,1.726294539897543,0.17423442449841606,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,1.0
0.4810126582278481,0.9043554575745383,-0.6488782553725977,2.0563827351448385,-0.6632083619201019,-0.6347858621209749,0.05966209081309398,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,0.0
0.34177215189873417,-0.6403473653088896,-0.6488782553725977,-0.6248644474064069,-0.6632083619201019,-0.6347858621209749,0.19852164730728616,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,1.0
0.05063291139240506,-0.6403473653088896,-0.6488782553725977,-0.6248644474064069,-0.6632083619201019,-0.6347858621209749,0.7481520591341078,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.0
0.25316455696202533,-0.6403473653088896,0.7060070260145823,-0.6248644474064069,1.0410889495107791,1.7100373876356763,0.8157338965153115,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,0.0
0.569620253164557,-0.23674366411708622,1.3392782748578778,1.6018646053310805,0.8474300025970143,-0.6347858621209749,0.9218585005279831,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,0.0
0.5822784810126582,-0.6403473653088896,2.1337944050251583,-0.6248644474064069,-0.41237041720854084,2.512936200921107,0.09028511087645195,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,0.0
0.7341772151898734,0.8384699187659247,-0.6488782553725977,1.9513203166779283,1.3305437382633192,1.0504023094988966,0.11140443505807814,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,0.0
0.02531645569620253,-0.6403473653088896,-0.6488782553725977,-0.6248644474064069,-0.6632083619201019,-0.6347858621209749,0.3484688489968321,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,1.0
0.569620253164557,-0.6403473653088896,-0.6488782553725977,-0.6248644474064069,-0.6632083619201019,-0.6347858621209749,0.06282998944033791,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1.0
0.16455696202531644,0.1668600370747172,1.8198269172455406,2.2028209611378053,1.3363572393316026,0.16751970164656535,0.4604012671594509,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,1.0
0.4050632911392405,-0.6403473653088896,-0.6488782553725977,-0.6248644474064069,-0.6632083619201019,-0.6347858621209749,0.2249208025343189,0,0,0,0,0,1,0,0,0,0,0,0,0,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,1.0
0.0,1.3684862642302993,1.5867161332511346,1.632192168485015,0.5909813616377033,-0.6347858621209749,0.21436114044350582,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,1.0
0.27848101265822783,1.8177069775299166,-0.6488782553725977,1.6824748434072485,-0.6632083619201019,-0.6347858621209749,0.18585005279831046,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,0.0
0.3670886075949367,-0.6403473653088896,-0.6488782553725977,-0.6248644474064069,-0.6632083619201019,-0.6347858621209749,0.0031678986272439284,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,1.0
0.24050632911392406,-0.6403473653088896,-0.6488782553725977,1.930765717596463,-0.41237041720854084,-0.6347858621209749,0.3057022175290391,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,1.0
0.3924050632911392,-0.6403473653088896,2.0239776741373103,-0.35550596793243344,-0.41237041720854084,-0.6347858621209749,0.0966209081309398,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,1.0
0.379746835443038,-0.6403473653088896,1.4691519937956805,-0.6248644474064069,-0.6632083619201019,1.2044321855167042,0.15575501583949314,0,0,0,0,0,0,0,1,0,0,0,0,0,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,0.0
0.0,-0.6403473653088896,-0.6488782553725977,-0.6248644474064069,-0.6632083619201019,-0.6347858621209749,0.010559662090813094,0,0,0,1,0,0,0,0,0,1,0,0,0,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1.0
